,Fecha,Número de Vendedor,Nom_Completo_Vendedor,Número de cliente,Tipo,Departamento - Clave,Departamento,Familia - Clave,Familia,Ventas Netas (Q),Costo,Ventas_USD,Costo_USD,Ganancias_USD,AA,MM,DD,Trimestre
21,2015-01-01,1,Juan Garza,68,Real,22,Eléctricos,956,"ESPIGAS, TOMAS DE PENDULO Y COVERTIDORE",38352.95,20149.71,5113.7266666666665,2686.6279999999997,2427.0986666666668,2015,1,1,2015Q1
22,2015-01-01,7,Carlos Vela,61,Real,22,Eléctricos,957,TIMERS Y CONTROLES INTELIGENTES,16737.45,9000.1,2231.6600000000003,1200.0133333333333,1031.646666666667,2015,1,1,2015Q1
23,2015-01-01,5,Gonzalo Aguilar,49,Real,22,Eléctricos,958,FLIPONES Y CAJAS DE DISTRIBUCIÓN,25772.59,17039.65,3436.345333333333,2271.9533333333334,1164.3919999999998,2015,1,1,2015Q1
24,2015-01-01,1,Juan Garza,74,Real,22,Eléctricos,959,"CAJAS ELÉCTRICAS, TUBERÍAS Y ACCESORIOS",25533.92,12889.75,3404.5226666666663,1718.6333333333334,1685.8893333333328,2015,1,1,2015Q1
25,2015-01-01,1,Juan Garza,68,Real,22,Eléctricos,960,HERRAMIENTAS Y ACCESORIOS PARA TRABAJO,200938.94,103585.43,26791.858666666667,13811.390666666666,12980.468,2015,1,1,2015Q1
26,2015-01-01,1,Juan Garza,59,Real,23,Herramientas,305,ACCESORIOS PARA HERRAMIENTAS NEUMATICAS,6397.6,3353.34,853.0133333333334,447.112,405.9013333333334,2015,1,1,2015Q1
27,2015-01-01,1,Juan Garza,47,Real,23,Herramientas,686,HERRAMIENTAS NEUMÁTICAS,15987.21,8931.31,2131.6279999999997,1190.8413333333333,940.7866666666664,2015,1,1,2015Q1
28,2015-01-01,8,Ernesto Pineda,82,Real,23,Herramientas,687,HERRAMIENTAS PARA SOLDAR,115135.16,63253.27,15351.354666666668,8433.769333333334,6917.585333333334,2015,1,1,2015Q1
29,2015-01-01,1,Juan Garza,10,Real,23,Herramientas,716,HERRAMIENTA ELÉCTRICA,1006667.95,674478.77,134222.39333333334,89930.50266666667,44291.89066666667,2015,1,1,2015Q1
30,2015-01-01,1,Juan Garza,14,Real,23,Herramientas,717,ACCESORIOS PARA HERRAMIENTAS ELÉCTRICAS,432235.18,228552.84,57631.35733333333,30473.712,27157.645333333334,2015,1,1,2015Q1
31,2015-01-01,1,Juan Garza,47,Real,23,Herramientas,718,HERRAMIENTAS ESTACIONARIAS,61748.22,36182.41,8233.096,4824.321333333334,3408.7746666666653,2015,1,1,2015Q1
32,2015-01-01,1,Juan Garza,6,Real,23,Herramientas,719,HERRAMIENTA MANUAL PARA CONSTRUCCIÓN,53347.08,31403.32,7112.944,4187.109333333333,2925.8346666666675,2015,1,1,2015Q1
33,2015-01-01,7,Carlos Vela,63,Real,23,Herramientas,720,HERRAMIENTA MANUAL PARA CORTAR,125792.81,62750.09,16772.374666666667,8366.678666666667,8405.696,2015,1,1,2015Q1
34,2015-01-01,1,Juan Garza,59,Real,23,Herramientas,722,HERRAMIENTA MANUAL PARA MEDIR Y MARCAR,86915.97,46642.33,11588.796,6218.977333333333,5369.818666666667,2015,1,1,2015Q1
35,2015-01-01,5,Gonzalo Aguilar,46,Real,23,Herramientas,723,HERRAMIENTA MANUAL PARA UNIR / PEGAR,70574.36,37568.18,9409.914666666667,5009.090666666667,4400.8240000000005,2015,1,1,2015Q1
36,2015-01-01,3,Sofia Gonzalez,22,Real,23,Herramientas,724,CAJAS DE HERRAMIENTAS Y ORGANIZADORES,206367.67,114467.22,27515.689333333336,15262.296,12253.393333333335,2015,1,1,2015Q1
37,2015-01-01,5,Gonzalo Aguilar,41,Real,23,Herramientas,961,GENERADORES DE ENERGÍA,11158.98,8023.69,1487.864,1069.8253333333332,418.0386666666668,2015,1,1,2015Q1
38,2015-01-01,1,Juan Garza,68,Real,24,Plomería,962,GRIFERÍA,534220.11,300137.6,71229.348,40018.346666666665,31211.001333333334,2015,1,1,2015Q1
39,2015-01-01,2,Michelle Perez,18,Real,24,Plomería,963,EMPAQUES,9100.83,4046.66,1213.444,539.5546666666667,673.8893333333333,2015,1,1,2015Q1
40,2015-01-01,1,Juan Garza,68,Real,24,Plomería,964,"TUBERÍA, CONEXIONES Y DRENAJE",447723.18,226192.21,59696.424,30158.961333333333,29537.462666666666,2015,1,1,2015Q1
41,2015-01-01,1,Juan Garza,14,Real,24,Plomería,971,CALENTADORES DE AGUA,1234339.36,816669.22,164578.58133333334,108889.22933333334,55689.352,2015,1,1,2015Q1
42,2015-01-01,5,Gonzalo Aguilar,44,Real,24,Plomería,972,HERRAMIENTAS DE PLOMERÍA,39603.62,19220.85,5280.482666666667,2562.7799999999997,2717.702666666667,2015,1,1,2015Q1
43,2015-01-01,1,Juan Garza,68,Real,24,Plomería,973,LLAVES,184206.95,102142.2,24560.92666666667,13618.96,10941.96666666667,2015,1,1,2015Q1
44,2015-01-01,8,Ernesto Pineda,83,Real,24,Plomería,974,DESAGÜE Y ACCESORIOS,177661.03,94296.46,23688.137333333332,12572.861333333334,11115.275999999998,2015,1,1,2015Q1
45,2015-01-01,1,Juan Garza,59,Real,24,Plomería,980,BOMBAS DE AGUA,113875.03,69468.75,15183.337333333333,9262.5,5920.837333333333,2015,1,1,2015Q1
46,2015-01-01,1,Juan Garza,59,Real,24,Plomería,984,FILTROS,25742.32,14827.81,3432.309333333333,1977.0413333333333,1455.2679999999998,2015,1,1,2015Q1
47,2015-01-01,7,Carlos Vela,66,Real,24,Plomería,985,LAVATRASTOS,80284.24,52217.52,10704.565333333334,6962.335999999999,3742.2293333333346,2015,1,1,2015Q1
48,2015-01-01,7,Carlos Vela,66,Real,24,Plomería,986,SECADORES Y EXTRACTORES DE BAÑO,14071.07,7696.25,1876.1426666666666,1026.1666666666667,849.9759999999999,2015,1,1,2015Q1
49,2015-01-01,8,Ernesto Pineda,73,Real,24,Plomería,987,MUEBLES Y ESPEJOS,43397.19,26651.21,5786.292,3553.4946666666665,2232.797333333334,2015,1,1,2015Q1
50,2015-01-01,4,Pedro Arroyo,35,Real,25,Automotriz,682,DECORACIÓN DE AUTOS,3318.77,1616.1,442.50266666666664,215.48,227.02266666666665,2015,1,1,2015Q1
51,2015-01-01,4,Pedro Arroyo,31,Real,25,Automotriz,683,REPUESTOS DE AUTOS,326332.46,218251.1,43510.99466666667,29100.146666666667,14410.848000000005,2015,1,1,2015Q1
52,2015-01-01,1,Juan Garza,1,Real,25,Automotriz,965,SEGURIDAD AUTOMOTRIZ,56773.92,25966.1,7569.856,3462.1466666666665,4107.709333333333,2015,1,1,2015Q1
53,2015-01-01,2,Michelle Perez,20,Real,25,Automotriz,993,ACCESORIOS DE AUTOS,238499.64,107361.92,31799.952,14314.922666666667,17485.029333333332,2015,1,1,2015Q1
54,2015-01-01,1,Juan Garza,8,Real,25,Automotriz,994,COBERTORES,92362.81,50559.94,12315.041333333333,6741.325333333333,5573.715999999999,2015,1,1,2015Q1
55,2015-01-01,1,Juan Garza,3,Real,25,Automotriz,995,HERRAMIENTAS PARA VEHÍCULOS,321890.98,182512.94,42918.79733333333,24335.058666666668,18583.73866666666,2015,1,1,2015Q1
56,2015-01-01,7,Carlos Vela,65,Real,25,Automotriz,996,ILUMINACIÓN,49599.16,22812.26,6613.221333333334,3041.6346666666664,3571.5866666666675,2015,1,1,2015Q1
57,2015-01-01,1,Juan Garza,47,Real,25,Automotriz,997,PORTAEQUIPAJE Y CARGA,50685.77,20426.89,6758.102666666667,2723.5853333333334,4034.517333333333,2015,1,1,2015Q1
58,2015-01-01,4,Pedro Arroyo,39,Real,25,Automotriz,998,LIMPIEZA Y MANTENIMIENTO,1363360.86,899877.82,181781.448,119983.70933333333,61797.73866666667,2015,1,1,2015Q1
59,2015-01-01,7,Carlos Vela,66,Real,25,Automotriz,999,"PEGAMENTOS, SELLADORES Y SILICONES",44104.37,20815.73,5880.582666666667,2775.4306666666666,3105.1520000000005,2015,1,1,2015Q1
60,2015-01-01,2,Michelle Perez,19,Real,26,Ferretería,545,ACEITES Y LUBRICANTES USO GENERAL,57765.86,27299.3,7702.114666666666,3639.9066666666668,4062.2079999999996,2015,1,1,2015Q1
61,2015-01-01,1,Juan Garza,6,Real,26,Ferretería,705,CANDADOS,358383.28,172223.12,47784.437333333335,22963.082666666665,24821.35466666667,2015,1,1,2015Q1
62,2015-01-01,1,Juan Garza,74,Real,26,Ferretería,706,FIJACIÓN,240952.01,108210.92,32126.934666666668,14428.122666666666,17698.812,2015,1,1,2015Q1
63,2015-01-01,8,Ernesto Pineda,73,Real,26,Ferretería,707,ACCESORIOS DE FIJACIÓN,11761.36,4596.08,1568.1813333333334,612.8106666666666,955.3706666666668,2015,1,1,2015Q1
64,2015-01-01,1,Juan Garza,59,Real,26,Ferretería,708,ACCESORIOS PARA MUEBLES,209150.62,87039.9,27886.749333333333,11605.32,16281.429333333333,2015,1,1,2015Q1
65,2015-01-01,1,Juan Garza,74,Real,26,Ferretería,710,SEÑALIZACIÓN,71843.65,38439.62,9579.153333333332,5125.282666666667,4453.870666666665,2015,1,1,2015Q1
66,2015-01-01,1,Juan Garza,14,Real,26,Ferretería,711,ACCESORIOS DE SEGURIDAD,111545.71,71498.06,14872.761333333334,9533.074666666666,5339.686666666668,2015,1,1,2015Q1
67,2015-01-01,1,Juan Garza,7,Real,26,Ferretería,712,RODOS,39286.37,18520.92,5238.182666666667,2469.4559999999997,2768.726666666667,2015,1,1,2015Q1
68,2015-01-01,1,Juan Garza,59,Real,26,Ferretería,713,ORGANIZADORES,177343.66,96205.19,23645.821333333333,12827.358666666667,10818.462666666666,2015,1,1,2015Q1
69,2015-01-01,1,Juan Garza,59,Real,26,Ferretería,714,ZÓCALOS Y PROTECTORES,39562.65,19987.74,5275.02,2665.032,2609.9880000000003,2015,1,1,2015Q1
70,2015-01-01,1,Juan Garza,59,Real,26,Ferretería,715,ACCESORIOS DE MEDICIÓN,1483.66,976.48,197.82133333333334,130.19733333333335,67.624,2015,1,1,2015Q1
71,2015-01-01,1,Juan Garza,74,Real,26,Ferretería,967,"LAZOS, CADENAS, CABLES Y ALAMBRES",107962.61,44729.3,14395.014666666666,5963.906666666667,8431.108,2015,1,1,2015Q1
72,2015-01-01,1,Juan Garza,14,Real,26,Ferretería,968,CERRADURAS,356802.69,224923.98,47573.692,29989.864,17583.828,2015,1,1,2015Q1
73,2015-01-01,1,Juan Garza,2,Real,26,Ferretería,983,"ACCESORIOS PARA LAZOS, CADENAS, CABLES",21325.1,9269.76,2843.3466666666664,1235.968,1607.3786666666663,2015,1,1,2015Q1
74,2015-01-01,1,Juan Garza,47,Real,27,Jardinería,689,"INSECTICIDAS, FUNGICIDAS Y TRAMPAS",26718.78,16590.82,3562.504,2212.1093333333333,1350.3946666666666,2015,1,1,2015Q1
75,2015-01-01,1,Juan Garza,8,Real,27,Jardinería,700,FERTILIZANTES Y CUBRESUELOS,80009.43,48122.19,10667.923999999999,6416.292,4251.631999999999,2015,1,1,2015Q1
76,2015-01-01,5,Gonzalo Aguilar,42,Real,27,Jardinería,701,RIEGO DE JARDÍN,612327.49,286985.66,81643.66533333334,38264.75466666666,43378.91066666668,2015,1,1,2015Q1
77,2015-01-01,5,Gonzalo Aguilar,44,Real,27,Jardinería,702,HERRAMIENTAS DE JARDÍN,201964.14,107077.45,26928.552000000003,14276.993333333334,12651.55866666667,2015,1,1,2015Q1
78,2015-01-01,6,Paulina Casanova,58,Real,27,Jardinería,703,ILUMINACIÓN EXTERIOR,81791.03,52989.0,10905.470666666666,7065.2,3840.2706666666663,2015,1,1,2015Q1
79,2015-01-01,8,Ernesto Pineda,85,Real,27,Jardinería,704,MAQUINARIA DE JARDÍN,344742.7,227673.37,45965.693333333336,30356.449333333334,15609.244000000002,2015,1,1,2015Q1
80,2015-01-01,6,Paulina Casanova,51,Real,27,Jardinería,800,ACCESORIOS PARA JARDÍN,260536.61,149794.32,34738.21466666667,19972.576,14765.638666666666,2015,1,1,2015Q1
81,2015-01-01,4,Pedro Arroyo,34,Real,28,Out Door Living,379,ACCESORIOS DE NATACION,749.94,415.06,99.992,55.34133333333333,44.65066666666667,2015,1,1,2015Q1
82,2015-01-01,8,Ernesto Pineda,73,Real,28,Out Door Living,559,CAMPING ACCESORIOS,214770.92,121447.39,28636.12266666667,16192.985333333334,12443.137333333336,2015,1,1,2015Q1
83,2015-01-01,2,Michelle Perez,18,Real,28,Out Door Living,587,CAMPING COCINA,2211.99,952.39,294.93199999999996,126.98533333333333,167.94666666666663,2015,1,1,2015Q1
84,2015-01-01,1,Juan Garza,74,Real,28,Out Door Living,588,EXPLORADOR SUPERVIVENCIA,18603.88,7185.32,2480.5173333333337,958.0426666666666,1522.474666666667,2015,1,1,2015Q1
85,2015-01-01,1,Juan Garza,74,Real,28,Out Door Living,589,EXPLORADOR SALUD Y SEGURIDAD,1662.36,960.83,221.648,128.11066666666667,93.53733333333332,2015,1,1,2015Q1
86,2015-01-01,8,Ernesto Pineda,76,Real,28,Out Door Living,740,CHURRAQUERAS Y ACCESORIOS,217233.25,129089.62,28964.433333333334,17211.949333333334,11752.484,2015,1,1,2015Q1
87,2015-01-01,2,Michelle Perez,15,Real,28,Out Door Living,741,UTENSILIOS PARA BBQ,20573.85,9957.32,2743.18,1327.6426666666666,1415.5373333333332,2015,1,1,2015Q1
88,2015-01-01,1,Juan Garza,14,Real,28,Out Door Living,742,CALENTADORES DE AMBIENTE,39976.07,26164.31,5330.142666666667,3488.574666666667,1841.5679999999998,2015,1,1,2015Q1
89,2015-01-01,1,Juan Garza,47,Real,28,Out Door Living,743,PISCINAS,1642.65,821.6,219.02,109.54666666666667,109.47333333333334,2015,1,1,2015Q1
90,2015-01-01,3,Sofia Gonzalez,25,Real,28,Out Door Living,744,INFLABLES PARA PISCINA,6909.94,2236.21,921.3253333333333,298.16133333333335,623.164,2015,1,1,2015Q1
91,2015-01-01,3,Sofia Gonzalez,28,Real,28,Out Door Living,745,"JUEGOS, DEPORTES Y ACCESORIOS",27617.5,15943.03,3682.3333333333335,2125.7373333333335,1556.596,2015,1,1,2015Q1
92,2015-01-01,1,Juan Garza,3,Real,28,Out Door Living,898,EQUIPO DE EJERCICIO,1223.13,754.47,163.084,100.596,62.488,2015,1,1,2015Q1
93,2015-01-01,1,Juan Garza,68,Real,28,Out Door Living,969,CAMPING MOBILIARIO,178803.89,94203.33,23840.518666666667,12560.444,11280.074666666667,2015,1,1,2015Q1
94,2015-01-01,1,Juan Garza,14,Real,28,Out Door Living,970,MANTENIMIENTO PARA PISCINA,1566.63,714.97,208.88400000000001,95.32933333333334,113.55466666666668,2015,1,1,2015Q1
95,2015-01-01,1,Juan Garza,68,Real,30,Limpieza,300,HIGIENE DE MANOS,151209.15,109120.73,20161.219999999998,14549.430666666665,5611.789333333332,2015,1,1,2015Q1
96,2015-01-01,1,Juan Garza,68,Real,30,Limpieza,304,INSTITUCIONALES,171623.63,120348.15,22883.15066666667,16046.42,6836.730666666668,2015,1,1,2015Q1
97,2015-01-01,1,Juan Garza,8,Real,30,Limpieza,731,BASURA Y RECICLAJE,22550.26,13987.79,3006.701333333333,1865.0386666666668,1141.6626666666662,2015,1,1,2015Q1
98,2015-01-01,1,Juan Garza,14,Real,30,Limpieza,732,HERRAMIENTAS Y ACCESORIOS PARA LIMPIEZA,418459.56,219454.78,55794.608,29260.637333333332,26533.970666666668,2015,1,1,2015Q1
99,2015-01-01,1,Juan Garza,59,Real,30,Limpieza,733,LIMPIEZA Y CUIDADO DEL HOGAR,544592.52,357416.62,72612.336,47655.549333333336,24956.78666666666,2015,1,1,2015Q1
100,2015-01-01,1,Juan Garza,14,Real,30,Limpieza,734,"JABONES, SUAVIZANTES Y QUITAMANCHAS",464424.9,354723.19,61923.32,47296.42533333333,14626.894666666667,2015,1,1,2015Q1
101,2015-01-01,1,Juan Garza,51,Real,30,Limpieza,735,SELLADORES Y ABRILLANTADORES,36707.34,23011.64,4894.312,3068.2186666666666,1826.0933333333332,2015,1,1,2015Q1
102,2015-01-01,1,Juan Garza,47,Real,30,Limpieza,736,DESODORANTES Y DESHUMIDIFICADORES,383580.67,287200.56,51144.08933333333,38293.408,12850.681333333327,2015,1,1,2015Q1
103,2015-01-01,8,Ernesto Pineda,75,Real,30,Limpieza,738,CONTROL DE PLAGAS,105638.04,65396.67,14085.071999999998,8719.556,5365.515999999998,2015,1,1,2015Q1
104,2015-01-01,1,Juan Garza,59,Real,58,Electronica,966,BASES SOPORTES Y ACCESORIOS,191842.98,102883.27,25579.064000000002,13717.769333333334,11861.294666666668,2015,1,1,2015Q1
105,2015-01-01,4,Pedro Arroyo,33,Real,58,Electronica,981,TELÉFONOS Y WALKIE TALKIE,192146.09,120965.48,25619.478666666666,16128.730666666666,9490.748,2015,1,1,2015Q1
106,2015-01-01,8,Ernesto Pineda,80,Real,58,Electronica,982,ACCESORIOS DE COMPUTACIÓN,148367.08,90778.01,19782.27733333333,12103.734666666665,7678.542666666666,2015,1,1,2015Q1
107,2015-01-01,8,Ernesto Pineda,76,Real,58,Electronica,988,AUDIO Y SONIDO PARA EL HOGAR,180527.66,118793.29,24070.354666666666,15839.105333333333,8231.249333333333,2015,1,1,2015Q1
108,2015-01-01,1,Juan Garza,3,Real,58,Electronica,989,TV Y VIDEO,588292.38,457839.13,78438.984,61045.217333333334,17393.766666666663,2015,1,1,2015Q1
109,2015-01-01,8,Ernesto Pineda,73,Real,2247,Seguridad,748,BAÑO,44217.74,25749.02,5895.698666666666,3433.2026666666666,2462.4959999999996,2015,1,1,2015Q1
110,2015-01-01,1,Juan Garza,47,Real,2247,Seguridad,975,SEGURIDAD PARA BEBÉS,81.22,40.52,10.829333333333333,5.402666666666667,5.426666666666666,2015,1,1,2015Q1
111,2015-01-01,1,Juan Garza,28,Real,2247,Seguridad,976,LÁMPARAS Y ACCESORIOS,85244.32,48653.67,11365.909333333335,6487.156,4878.753333333335,2015,1,1,2015Q1
112,2015-01-01,1,Juan Garza,14,Real,2247,Seguridad,979,ALARMAS Y SISTEMAS DE VIDEO,47358.53,27636.87,6314.470666666666,3684.9159999999997,2629.5546666666664,2015,1,1,2015Q1
113,2015-01-01,8,Ernesto Pineda,76,Real,2248,Mascotas,208,PERROS ADIESTRAMIENTO Y EDUCACION,34684.55,15485.32,4624.6066666666675,2064.7093333333332,2559.8973333333342,2015,1,1,2015Q1
114,2015-01-01,6,Paulina Casanova,60,Real,2248,Mascotas,377,PERROS ENTRETENIMIENTO,22987.25,9384.69,3064.9666666666667,1251.2920000000001,1813.6746666666666,2015,1,1,2015Q1
115,2015-01-01,1,Juan Garza,9,Real,2248,Mascotas,378,PERROS GROOMING E HIGIENE,46889.37,23206.74,6251.916,3094.2320000000004,3157.6839999999997,2015,1,1,2015Q1
116,2015-01-01,1,Juan Garza,15,Real,2248,Mascotas,691,"PERROS TRANSPORTE, CAMAS Y CASAS",83330.29,43951.84,11110.705333333333,5860.245333333333,5250.46,2015,1,1,2015Q1
117,2015-01-01,1,Juan Garza,68,Real,2248,Mascotas,763,PERROS ALIMENTACION,220642.72,165634.07,29419.029333333332,22084.542666666668,7334.486666666664,2015,1,1,2015Q1
118,2015-01-01,4,Pedro Arroyo,38,Real,2248,Mascotas,765,AVES,19937.03,11716.01,2658.2706666666663,1562.1346666666666,1096.1359999999997,2015,1,1,2015Q1
119,2015-01-01,1,Juan Garza,26,Real,2248,Mascotas,767,"HAMSTER, CONEJOS, REPTILES",245.97,148.48,32.796,19.79733333333333,12.998666666666669,2015,1,1,2015Q1
120,2015-01-01,1,Juan Garza,68,Real,2248,Mascotas,768,GATOS,29654.44,13324.55,3953.925333333333,1776.6066666666666,2177.3186666666666,2015,1,1,2015Q1
121,2015-01-01,1,Juan Garza,47,Real,2248,Mascotas,897,PERRO LIMPIEZA Y REMOCION DE OLORES,9920.74,5212.74,1322.7653333333333,695.0319999999999,627.7333333333333,2015,1,1,2015Q1
122,2015-01-01,1,Juan Garza,59,Real,2,Blancos,776,EDREDONES Y DUVETS,590650.36,332105.99,78753.38133333334,44280.79866666666,34472.582666666676,2015,1,1,2015Q1
123,2015-01-01,6,Paulina Casanova,55,Real,2,Blancos,777,ROPA DE CAMA,1219492.43,622693.74,162598.99066666665,83025.832,79573.15866666666,2015,1,1,2015Q1
124,2015-01-01,1,Juan Garza,59,Real,2,Blancos,778,ALMOHADAS Y COLCHONES,720895.76,377201.83,96119.43466666667,50293.577333333335,45825.85733333333,2015,1,1,2015Q1
125,2015-01-01,1,Juan Garza,68,Real,3,Electrodomésticos,600,ESTUFAS ELÉCTRICAS,57331.28,35168.18,7644.170666666667,4689.090666666667,2955.08,2015,1,1,2015Q1
126,2015-01-01,8,Ernesto Pineda,87,Real,3,Electrodomésticos,601,OLLAS,141483.89,75111.9,18864.518666666667,10014.92,8849.598666666667,2015,1,1,2015Q1
127,2015-01-01,1,Juan Garza,6,Real,3,Electrodomésticos,602,PLANCHAS PARA ROPA,350043.62,214007.19,46672.48266666666,28534.292,18138.190666666662,2015,1,1,2015Q1
128,2015-01-01,1,Juan Garza,47,Real,3,Electrodomésticos,604,ASPIRADORAS Y CUIDADO DE PISO,319724.74,183455.79,42629.96533333333,24460.772,18169.193333333333,2015,1,1,2015Q1
129,2015-01-01,8,Ernesto Pineda,71,Real,3,Electrodomésticos,606,DISPENSADORES D/AGUA,55400.96,29434.3,7386.794666666667,3924.5733333333333,3462.2213333333334,2015,1,1,2015Q1
130,2015-01-01,1,Juan Garza,74,Real,3,Electrodomésticos,607,ESPECIALIDADES/OTROS ELECTRODOMESTICOS,164550.52,97784.41,21940.069333333333,13037.921333333334,8902.148,2015,1,1,2015Q1
131,2015-01-01,5,Gonzalo Aguilar,44,Real,3,Electrodomésticos,608,UTENSILIOS ELÉCTRICOS,13243.69,8169.9,1765.8253333333334,1089.32,676.5053333333335,2015,1,1,2015Q1
132,2015-01-01,4,Pedro Arroyo,33,Real,3,Electrodomésticos,793,CAFÉ Y TÉ,633323.22,396376.01,84443.09599999999,52850.134666666665,31592.961333333325,2015,1,1,2015Q1
133,2015-01-01,3,Sofia Gonzalez,23,Real,3,Electrodomésticos,794,LICUADORAS,441508.06,251168.75,58867.74133333333,33489.166666666664,25378.574666666667,2015,1,1,2015Q1
134,2015-01-01,8,Ernesto Pineda,71,Real,3,Electrodomésticos,795,BATIDORAS,110175.1,65025.59,14690.013333333334,8670.078666666666,6019.934666666668,2015,1,1,2015Q1
135,2015-01-01,3,Sofia Gonzalez,29,Real,3,Electrodomésticos,796,EXPRIMIDORES Y EXTRACTORES,121616.01,70857.23,16215.467999999999,9447.630666666666,6767.837333333333,2015,1,1,2015Q1
136,2015-01-01,8,Ernesto Pineda,77,Real,3,Electrodomésticos,797,PROCESADORES DE COMIDA,81736.57,50230.69,10898.209333333334,6697.425333333334,4200.784000000001,2015,1,1,2015Q1
137,2015-01-01,1,Juan Garza,14,Real,3,Electrodomésticos,798,HORNOS Y TOSTADORES,708810.75,492073.34,94508.1,65609.77866666667,28898.32133333334,2015,1,1,2015Q1
138,2015-01-01,3,Sofia Gonzalez,26,Real,3,Electrodomésticos,799,PARRILLAS Y SARTENES,49800.09,28924.31,6640.012,3856.574666666667,2783.437333333333,2015,1,1,2015Q1
